caller_id,question,parentintent,childintent,answer
9082156,Is there a confirmation number for the cancellation?,Service Management,Service Termination,"Yes, the confirmation number for the cancellation is 1078-9471."
9082156,What is the address associated with the account?,Service Management,Service Termination,"The address associated with the account is 14879 West Blue Grass Trail, Blackin, 24315."
9082156,What services are currently active on the account?,Service Management,Service Termination,Both the home phone and internet services are active on the account.
9083307,How can I pay my bill?,Billing,Others,You can pay your bill by accessing the accounting system.
9084079,How do I change the email address associated with the account?,Account Management,Customer Profile,"We need to wait for your daughter Rita, who is the name on the account, to contact us and give permission to change the email address."
9084079,What is the issue with my account?,Account Management,Customer Profile,"I have an account set up under my name and email, but it's not my account."
9084079,Can you verify my account?,Account Management,Customer Profile,Do you have the account number?
9084079,Can you help me with anything else?,Account Management,Customer Profile,"No, there is nothing else we can do at the moment."
9084079,Is any of my personal information associated with the account?,Account Management,Customer Profile,"No, none of your personal information is associated with the account."
9084079,Why do you need my social security number to activate an account?,Account Management,Customer Profile,We ask for the social security number as part of the verification process when setting up an account.
9085695,How much will my monthly bill be after the changes?,Payments,Payment Arrangement,Your monthly bill will be $104 after the changes.
9085695,Can you send me a text message with the payment details?,Payments,Payment Arrangement,"Yes, we will send you a text message with the payment details."
9085695,When is the first payment due for the payment arrangement?,Payments,Payment Arrangement,The first payment is due at the end of next week.
9085695,How can I set up a payment arrangement?,Payments,Payment Arrangement,"To set up a payment arrangement, please provide your name and account details."
9085695,Why is my bill higher than the past due amount?,Payments,Payment Arrangement,Your bill is higher because it includes your monthly charges in addition to the past due amount.
9085695,Can I spread the payment over 30 days?,Payments,Payment Arrangement,"Yes, you can spread the payment over 30 days."
9085695,Can I get my internet password and username?,Payments,Payment Arrangement,"Yes, we can provide you with your internet password and username."
9085695,Can I change my telephone package to reduce my monthly cost?,Payments,Payment Arrangement,"Yes, we can change your telephone package to reduce your monthly cost."
9085695,Can you notify me when fiber-optic internet is available in my area?,Payments,Payment Arrangement,"Yes, you can sign up for notifications on our website to be informed about fiber-optic internet availability."
9085695,Can you change my services to include internet?,Payments,Payment Arrangement,"Yes, we can add internet services to your account."
9087561,Can you update the card information if I give you permission?,Payments,Manage Auto Pay,The customer asks if the agent can update the card information if they give permission.
9087561,Can you process the payment now?,Payments,Manage Auto Pay,The agent processes the payment and waives a convenience fee of $3.50.
9087561,Is everything good on the account now?,Payments,Manage Auto Pay,The agent confirms that everything is good on the account and asks if there's anything else they can help with.
9087561,Can you set up a new autopay for me?,Payments,Manage Auto Pay,The customer requests the agent to set up a new autopay.
9087561,What is the expiration date of the new card?,Payments,Manage Auto Pay,The agent asks for the expiration date of the new card.
9087561,Is the card on autopay expired?,Payments,Manage Auto Pay,The agent informs the customer that the card on file is expired.
9087561,Can you check if my bank is blocking the transactions?,Payments,Manage Auto Pay,The agent suggests that the bank might be blocking the transactions and advises the customer to contact their bank.
9087561,Can you check if my autopay was set up properly?,Payments,Manage Auto Pay,The agent checks and confirms that the autopay was set up properly.
9087561,Can you update my card information?,Payments,Manage Auto Pay,The customer informs the agent that their card expired and they tried to update it multiple times but it didn't reflect on their bill.
9087561,Can you provide the last four digits of the card on autopay?,Payments,Manage Auto Pay,The agent asks for the last four digits of the card on autopay.
9087561,Is this regarding autopay?,Payments,Manage Auto Pay,The customer confirms that it is regarding autopay.
9087561,Can you send me an email confirmation?,Payments,Manage Auto Pay,The customer requests an email confirmation.
9087561,Can you provide a confirmation number?,Payments,Manage Auto Pay,"The agent asks if the customer wants a confirmation number, but the customer declines."
9087676,Can you help me with the billing concern?,Billing,Bill Dispute,"I'm sorry, but I'm from the care department and I can't assist you with billing concerns. However, I can connect you to our billing department who can check and resolve the issue for you."
9087676,Why is it taking so long?,Billing,Bill Dispute,"I'm not sure why it's taking so long, but they informed me that they would place me on hold while they check your account. I apologize for the delay, but I will make sure you are connected to the billing department to resolve the issue."
9087676,I appreciate your dedication.,Billing,Bill Dispute,Thank you for your kind words. It was my pleasure to assist you. Have a good evening and stay safe.
9087676,Can you connect me to the billing department?,Billing,Bill Dispute,"Yes, I will connect you to the billing department to resolve your billing concern."
9087676,Can you provide your callback number?,Billing,Bill Dispute,My callback number in Arizona is 520-568-9425.
9087676,Can you help me?,Billing,Bill Dispute,"I'm sorry, but I'm still waiting for a response from the billing department. They are currently checking your account. I will connect you as soon as they provide an update."
9087676,Did you request a temporary suspension of your account?,Billing,Bill Dispute,"Yes, I requested a temporary suspension for my phone service during my vacation."
9088046,How can I confirm my account?,Account Management,Account Activity,"To confirm your account, I will need the service address associated with your account."
9088046,What is the monthly cost for the service?,Account Management,Account Activity,"I apologize, but I am unable to provide the monthly cost for the service."
9088046,What do I need to do to change my email address?,Account Management,Account Activity,"To change your email address, I will need your account number and the new email address you want to use."
9088046,Do I need to pay any taxes for CenturyLink?,Account Management,Account Activity,"No, you do not need to pay any taxes for CenturyLink as they are no longer available."
9088046,Can I keep my current email address?,Account Management,Account Activity,"Yes, you can keep your current email address."
9088046,Can you change my email address to [new email address]?,Account Management,Account Activity,"Yes, I can change your email address. Please provide me with the new email address you want to use."
9099749,How do I return the leased equipment?,Account Management,Close Account,You can print your return label at www.brycep.com/returnmodempack.
9099749,What is the early termination fee for canceling a service with a term commitment?,Account Management,Close Account,"The early termination fee is up to $200, prorated for the remaining months of service."
9099749,What happens if I cancel my service before the term period ends?,Account Management,Close Account,"You will be charged an early termination fee of up to $200, prorated for the remaining months of service."
9099749,Why did you return the equipment?,Account Management,Close Account,I returned the equipment because I moved out of my house.
9099749,When will my service disconnect?,Account Management,Close Account,"Your service will disconnect on Saturday, November 25th."
9099749,Do I need to return leased equipment for internet services?,Account Management,Close Account,"Yes, all leased equipment must be returned within 30 days to avoid nonreturn fees."
9099749,Can you verify the last four digits of my phone number?,Account Management,Close Account,The last four digits of your phone number are 4626.
9099749,What happens to my saved voicemails when I disconnect my phone and voicemail services?,Account Management,Close Account,All saved voicemails will be lost immediately.
9099749,What happens if I have automatic payment set up for my account?,Account Management,Close Account,Any final charges will be automatically drafted on your normal monthly payment date.
9099749,Can I print a return label for the leased equipment?,Account Management,Close Account,"Yes, you can print a return label at www.brightspeed.com/returnmodem."
9099749,Do I need to move my services to the temporary residence?,Account Management,Close Account,"No, I don't want to move my services to a temporary residence."
9099749,Can I visit a Bright Street location if I change my mind?,Account Management,Close Account,"Yes, you can visit a Bright Street location if you change your mind."
9099749,What is the address of the location where the service was?,Account Management,Close Account,"The address is 285 Creek View Road, Nuvell PA."
9099749,Do I need to provide my account number?,Account Management,Close Account,"Yes, you need to provide the account number."
9099749,Do I have any remaining charges after the disconnect?,Account Management,Close Account,You will receive a bill for any remaining charges.
9099749,Can I ask questions after the message?,Account Management,Close Account,"Yes, you can ask questions after the message."
9099749,What do I need to do with the equipment?,Account Management,Close Account,You need to send back the equipment.
9099749,Will my final bill include any charges?,Account Management,Close Account,"Yes, your final bill will include any eligible proration credits, taxes, fees, and other one-time charges."
9099978,Can you remove the late payment fee?,Billing,To Be Identified,I don't like the late payment fee.
9099978,Can you confirm my current balance?,Billing,To Be Identified,Your current balance is $61.74.
9099978,Can you call me to discuss my account?,Billing,To Be Identified,I can process a payment on my end.
9099978,Can you check my address?,Billing,To Be Identified,"The address is 9918 Fish Crab Lake Road, Boulder Junction, Wisconsin."
9099978,Can you confirm my vacation suspension?,Billing,To Be Identified,"Yes, your vacation suspension is effective from October 20th."
9099978,Can you check my account number?,Billing,To Be Identified,The account number ends in 0917.
9099978,What will my next bill be?,Billing,To Be Identified,Your next bill will be $9.95.
9099978,What was the last payment processed in my account?,Billing,To Be Identified,"I'm not sure, I'll have to check my email."
9101010,Can you confirm my callback number?,Payments,Payment Dispute,"Yes, your callback number is 479-224-8339."
9101010,Can you confirm my new card details?,Payments,Payment Dispute,"Yes, your new card ends with ""redactcc."""
9101010,Can I set up my bill to go through a debit card?,Payments,Payment Dispute,"Yes, your bill can be set up to go through a debit card."
9101010,Can I set up automatic payments with a new card?,Payments,Payment Dispute,"Yes, you can set up automatic payments with a new card."
9101010,Can you confirm my billing address?,Payments,Payment Dispute,We don't have access to your billing address.
9101010,Can you remove the late payment fees?,Payments,Payment Dispute,"Yes, we can remove the late payment fees due to the error with the bank."
9101010,Can you adjust the late payment fees?,Payments,Payment Dispute,"Yes, we can adjust the late payment fees since there was an error with the bank."
9101010,Is fiber already installed in my area?,Payments,Payment Dispute,"Yes, fiber is already installed in your area."
9101010,Can you confirm my account balance?,Payments,Payment Dispute,Your account balance is $231.
9101010,Why is my account balance so high?,Payments,Payment Dispute,"My bill shows a past due balance, but I have set up automatic payments. I had a credit card that got compromised, so I need to figure out why the payments haven't been going through and why my balance is high."
9101010,Can I update my payment method?,Payments,Payment Dispute,"Yes, we can update your payment method. However, we are not allowed to take your credit card details over the phone. We will connect you to a secured line where you can enter your details."
9101010,Can I stream videos with my internet connection?,Payments,Payment Dispute,"Yes, you can stream videos with your internet connection."
9101010,Can I update my payment method to a new card?,Payments,Payment Dispute,"Yes, you can update your payment method to a new card. We will connect you to a secured line where you can enter your details."
9101010,What is my current bill amount?,Payments,Payment Dispute,Your current bill amount is $195.
9101010,Can I update my payment method online?,Payments,Payment Dispute,"No, we cannot update your payment method online. We will connect you to a secured line where you can enter your details."
9102617,Can you change my voicemail pin number?,Account Management,Password Reset,"Yes, I can change your voicemail pin number for you. Please provide me with your preferred new pin number."
9102617,I forgot my voicemail pin number. Can you help me reset it?,Account Management,Password Reset,"Yes, I can assist you in resetting your voicemail pin number. Please provide me with the last four digits of your social security number associated with the account."
9102617,What do I do to access my voicemail?,Account Management,Password Reset,"To access your voicemail, dial your phone number and when prompted, enter your voicemail pin number."
9102617,Do I need to save my voicemail number?,Account Management,Password Reset,"Yes, it is recommended to save your voicemail number for easy access in the future."
9102617,How do I set up my voicemail?,Account Management,Password Reset,"If you haven't set up your voicemail yet, you can do so by dialing a specific number and following the prompts to create your voicemail pin number."
9102617,Can I get my messages after accessing my voicemail?,Account Management,Password Reset,"Yes, once you access your voicemail, you will be able to listen to your messages."
9102617,How do I get my voicemail?,Account Management,Password Reset,"To access your voicemail, you can dial your phone number and when prompted, enter your voicemail pin number."
9103942,Can I go back to my previous service provider and set up a payment arrangement?,Payments,Payment Arrangement,"I'm sorry, but that is not an option."
9103942,Can I file a complaint?,Payments,Payment Arrangement,"I apologize for any inconvenience. If you have any concerns, please let us know and we will do our best to address them."
9103942,Can I speak with a supervisor?,Payments,Payment Arrangement,I need your account information first.
9103942,Can I make smaller payments instead of paying the full amount at once?,Payments,Payment Arrangement,"I apologize, but our system does not allow for partial payments."
9103942,Can I get a refund?,Payments,Payment Arrangement,"I apologize, but refunds are not available for prepaid services."
9103942,Can I switch to a different service provider?,Payments,Payment Arrangement,"I apologize, but switching service providers is not an option at this time."
9103942,Can you help me set up a payment arrangement on my account?,Payments,Payment Arrangement,"I apologize, but we do not have a payment arrangement option for Fiber accounts since it is a prepaid service."
9103942,Can I cancel my service?,Payments,Payment Arrangement,"I apologize for any inconvenience, but canceling your service is not an option at this time."
9103942,Can I still use my service if I can't afford to pay?,Payments,Payment Arrangement,"If you are unable to make a payment, your service will be suspended until payment is made."
9103942,Can I speak to someone about my account?,Payments,Payment Arrangement,"I apologize, but I am unable to transfer you to a supervisor at this time."
9103942,Can I speak to someone about my billing concerns?,Payments,Payment Arrangement,"I apologize, but I am unable to transfer you to a supervisor at this time."
9103942,Can you put me on the phone with a supervisor?,Payments,Payment Arrangement,I need to get your account information first.
9103942,Can I speak to someone about my service?,Payments,Payment Arrangement,"I apologize, but I am unable to transfer you to a supervisor at this time."
9103942,Can you create a payment arrangement for me?,Payments,Payment Arrangement,"I apologize, but our system does not allow for payment arrangements for Fiber accounts."
9104515,What is the billing address associated with the account?,Account Management,To Be Identified,The billing address is 802 Shady Lane.
9104515,What is the process to transfer the internet service into my name?,Account Management,To Be Identified,I will send you the forms via email for you to fill out and sign.
9104515,Can you send the forms via email instead of regular mail?,Account Management,To Be Identified,"Unfortunately, we can only send the forms via regular mail."
9104515,Can you send the forms to a different address?,Account Management,To Be Identified,"Yes, please provide me with the new mailing address."
9104515,What was the last billing amount they received?,Account Management,To Be Identified,The last billing amount was $97.93.
9104515,Can I expedite the process of transferring the service into my name?,Account Management,To Be Identified,"Yes, once you receive the forms, you can sign them and send them back to us via email."
9104538,Do I have to pay for repairs if there is a problem with your system?,Billing,Bill Dispute,"No, you don't have to pay for repairs if there is a problem with our system. We apologize for the inconvenience."
9104538,Can you remove the isolation charge?,Billing,Bill Dispute,"Yes, I will remove the charge from your account."
9104538,What is the isolation charge on my bill?,Billing,Bill Dispute,There is a trouble isolation charge of $99 on your bill.
9104538,When did I make the payment?,Billing,Bill Dispute,I made the payment on October 20th.
9104538,Can you verify the last four digits of the social security number?,Billing,Bill Dispute,Let me check. It is [redacted].
9104538,Can you check what happened to my payment?,Billing,Bill Dispute,"Yes, I will check what's going on with your payment."
9104538,What is the outstanding balance?,Billing,Bill Dispute,I will check and let you know.
9104538,Why was there a charge for repair outside my house?,Billing,Bill Dispute,"There was a repair that needed to be done outside your house, and that's why the charge was there."
9104538,What is the new amount due on my bill?,Billing,Bill Dispute,The new amount due is $98.17.
9104538,What should I write the check for?,Billing,Bill Dispute,You should write the check for $98.17.
9104538,Can you check if the payment cleared?,Billing,Bill Dispute,"Yes, I will check if the payment cleared."
9104805,Can I make a $125 payment on Friday?,Payments,Payment Arrangement,"Yes, you can make a $125 payment on Friday."
9104805,Can I use self-service options instead of calling?,Payments,Payment Arrangement,"Yes, you can use the self-service options on our website or mobile application."
9104805,When is my next payment due?,Payments,Payment Arrangement,Your next payment is due on December 2nd.
9104805,Do I need to make another payment on November 23rd?,Payments,Payment Arrangement,"Yes, you need to make a payment of $115.35 on November 23rd."
9104805,How can I avoid service suspension?,Payments,Payment Arrangement,"If you can't make the payment on November 23rd, call us to create a new payment plan to avoid service suspension."
9104805,What should I do if I can't make the payment on November 23rd?,Payments,Payment Arrangement,"If you can't make the payment on November 23rd, please call us to let us know so we can create a new payment plan for you."
9104933,Can you help me if I have trouble hearing?,Payments,Manage Auto Pay,"Yes, I can assist you even if you have trouble hearing."
9104933,Can you provide me with the customer service number?,Payments,Manage Auto Pay,"Yes, our customer service number is available for you to reach us."
9104933,Can you adjust the total amount due?,Payments,Manage Auto Pay,"Yes, I can make adjustments to the total amount due."
9104933,Is my autopay set up now?,Payments,Manage Auto Pay,"Yes, your autopay has been set up."
9104933,Can you help me set up autopay?,Payments,Manage Auto Pay,"Yes, I can assist you with setting up autopay. Just provide me with your new credit card information."
9104933,Can I reach you if I have any issues?,Payments,Manage Auto Pay,"Yes, you can reach us by calling our customer service number."
9104933,Can you remove the late fees?,Payments,Manage Auto Pay,"Yes, I can remove two of the late fees from your account."
9104933,Can you help me if I struggle with hearing?,Payments,Manage Auto Pay,"Yes, I can assist you even if you struggle with hearing."
9105813,I want my account to be manually put on my account.,Account Management,Discounts and Promotions,-
9105813,We have an account specialist who can assist you further with your ACP discount. Can I place you on a brief hold?,Account Management,Discounts and Promotions,-
9105813,How much will my bill be this month?,Account Management,Discounts and Promotions,-
9105813,"I don't know, it's 363337.",Account Management,Discounts and Promotions,-
9105813,Have you already submitted the sub meter bright speed form?,Account Management,Discounts and Promotions,-
9105813,I need my account to be put on my account.,Account Management,Discounts and Promotions,-
9105813,"I submitted the form in August when school started. They told me it would be added then, which is why I called back in October.",Account Management,Discounts and Promotions,-
9105813,Your bill will be $47.97.,Account Management,Discounts and Promotions,-
9105813,"Yes, I am still waiting for it to be put on.",Account Management,Discounts and Promotions,-
9105813,How can I help you?,Account Management,Discounts and Promotions,-
9105813,Can you please clarify what you want?,Account Management,Discounts and Promotions,-
9105813,How long will it take for the discount to show on my app?,Account Management,Discounts and Promotions,-
9105813,"1593 Highway Wise, Over 36,5013.",Account Management,Discounts and Promotions,-
9105813,Are you already enrolled in a CD?,Account Management,Discounts and Promotions,-
9105813,"Yes, I have completed all of it.",Account Management,Discounts and Promotions,-
9105813,You're welcome. Have a good day!,Account Management,Discounts and Promotions,-
9105813,"Once I process it, the discount will be applied in real time on your account.",Account Management,Discounts and Promotions,-
9105813,"I understand. I will manually apply the $30 discount to your bill, and your ACP discount will be applied automatically within one to two billing cycles.",Account Management,Discounts and Promotions,-
9106116,Can you provide me with my order number?,Account Management,Update Account Information,Can you provide me with my order number?
9106116,Why is my phone not going to voicemail?,Account Management,Update Account Information,"When someone calls me, my phone just rings and doesn't go to voicemail. Can you help me with that?"
9106116,I haven't received anything yet. Can you resend it?,Account Management,Update Account Information,I haven't received the message yet. Can you resend it?
9106116,How can I get my voicemail back?,Account Management,Update Account Information,I recently took off my family voicemail and now I don't have any voicemail. How can I get it back?
9106116,Can you tell me about the Bright Speed mobile app?,Account Management,Update Account Information,Can you tell me about the Bright Speed mobile app?
9106116,Can you verify the phone number on my account?,Account Management,Update Account Information,Can you verify if the phone number on my account is 260-593-0913?
9106116,Can you send me a quote that shows my bill isn't changing?,Account Management,Update Account Information,Is it possible for you to send me a quote that shows my bill isn't changing through a text message?
9106445,When will I receive the invoice?,Billing,Request Bill Copy,"You should receive the invoice in about a week, depending on the post office in your area."
9106445,How can I get an invoice to pay my bill?,Billing,Request Bill Copy,You can request an invoice by contacting our customer service team.
9106445,Is there a contract for the new plan?,Billing,Request Bill Copy,"No, there is no contract or obligation for the new plan."
9106445,Can you provide an update on the fiber optics installation?,Billing,Request Bill Copy,We are still working on getting the fiber optics installed. You can sign up for updates on our website.
9106445,Will the bill be lower next month?,Billing,Request Bill Copy,"Yes, the bill will be lower next month due to the new plan and savings."
9106445,Can you combine the accounts for Jason and Gary?,Billing,Request Bill Copy,"Unfortunately, we cannot combine the accounts. They will remain separate."
9106445,What is the status of Jason's account?,Billing,Request Bill Copy,"I'm not sure, let me check and find out for you."
9106445,Can you confirm the address for the service?,Billing,Request Bill Copy,The address for the service is 10695 Bennington Pike.
9106445,What is the bill amount?,Billing,Request Bill Copy,The bill amount is $162.78.
9106445,Does our EMC go out to that address?,Billing,Request Bill Copy,I'm not sure if our EMC goes out to that address.
9106445,Can I still pay the current bill amount?,Billing,Request Bill Copy,"Yes, you can still pay the current bill amount of $162.78."
9106445,What will be the new bill amount?,Billing,Request Bill Copy,The new bill amount will be around $113 before taxes.
9106445,Can I accept the new plan?,Billing,Request Bill Copy,"Yes, you can accept the new plan by clicking on the link in the text message we sent you."
9107056,Why is my account suspended?,Payments,Payment Arrangement,I will check why your account is suspended. Please stay on the line.
9107056,Can I use the card ending in [redacted] for the payment arrangement?,Payments,Payment Arrangement,"Yes, you can use the card ending in [redacted] for the payment arrangement."
9107056,What is my past due balance and how can I get my services back on?,Payments,Payment Arrangement,"Your past due balance is $276.41. To get your services back on, you can make a payment arrangement or pay the remaining balance within 30 days."
9107056,Can you send me an email with the payment arrangement details?,Payments,Payment Arrangement,"Yes, we will send the information through your email address on file."
9107056,Can I pay the remaining balance later?,Payments,Payment Arrangement,"Yes, you can pay the remaining balance within 30 days."
9107056,Can I make a payment arrangement?,Payments,Payment Arrangement,"Yes, you can make a payment arrangement to settle the remaining balance within 30 days."
9107056,Why is my card not working for the payment arrangement?,Payments,Payment Arrangement,There seems to be an error with your card. Can you provide the card information again?
9107056,Can you verify my phone number associated with my account?,Payments,Payment Arrangement,"Yes, your phone number is 803-842-2176."
9107056,Can you update my card information for the payment arrangement?,Payments,Payment Arrangement,"Yes, please provide the card information again so we can update it."
9107056,When will my service be restored after making the payment arrangement?,Payments,Payment Arrangement,Your service should be restored within an hour or two after making the payment arrangement.
9107056,Can you verify my email address?,Payments,Payment Arrangement,"Yes, your email address is patriciarod@gmail.com."
9107298,Can you send me a confirmation receipt for the disconnect?,Service Management,Service Termination,"Yes, we will send you a confirmation receipt for the disconnect to your provided email address."
9107298,Can I switch to a cheaper package with just a local line?,Service Management,Service Termination,"Yes, you can switch to a cheaper package with just a local line. It costs around $29 plus tax per month."
9107298,Can I cancel the entire service?,Service Management,Service Termination,"Yes, you can cancel the entire service. Please provide the last four digits of your social security number for security purposes."
9107298,Can you lower my bill to $40 per month?,Service Management,Service Termination,"Yes, we can lower your bill to $40 per month with a promotion."
9107298,What is the process to cancel my service?,Service Management,Service Termination,You can cancel your service by contacting our customer support team and providing them with your account information.
9107298,Can I cancel my service starting tomorrow morning?,Service Management,Service Termination,"Yes, we can start the cancellation of your service tomorrow morning."
9107298,Can I switch off the phone line immediately?,Service Management,Service Termination,"Yes, we can switch off the phone line as soon as possible."
9107298,What is the cost of the phone line with unlimited long distance?,Service Management,Service Termination,The phone line with unlimited long distance costs $50 plus tax per month.
9107298,I don't remember my telephone number. Can I still cancel my service?,Service Management,Service Termination,"Yes, you can still cancel your service even if you don't remember your telephone number. Just provide your physical address and other relevant information to our customer support team."
9107298,Do you offer internet services?,Service Management,Service Termination,"Yes, we offer high-speed internet services. The cost is $50 plus the equipment cost with no contracts or setup fees."
9107298,Can you provide me with a cancellation number?,Service Management,Service Termination,"Yes, we will send you a full receipt by email which will include the cancellation number."
9108370,Can you send me bills in the mail?,Billing,Request Bill Copy,"Yes, you can expect a hard copy of your bill on your next billing cycle."
9108370,Do I just have to pay the $18 to avoid internet disconnection?,Billing,Request Bill Copy,"Yes, you just need to pay the $18 to avoid internet disconnection."
9108409,Can you call me back when you have resolved the problem?,Account Management,To Be Identified,The customer requests a callback once the issue is resolved.
9108409,How late are you open today?,Account Management,To Be Identified,The customer asks about the agent's working hours.
9108409,Why is there a pending order on my account?,Account Management,To Be Identified,The agent explains that there is a pending order on the account that is causing a delay.
9108409,Can you check if the issue is resolved later this afternoon?,Account Management,To Be Identified,The agent will check if the issue is resolved later in the afternoon.
9108409,Can you update my account name and spelling?,Account Management,To Be Identified,The customer wants their account name and spelling to be updated.
9108409,Can you add all the calling features to my phone?,Account Management,To Be Identified,"The customer wants all the calling features, including call waiting, caller ID, and blocking, to be added to their phone."
9108409,Can you check if there is a note about what she was looking for?,Account Management,To Be Identified,The agent will check if there is a note about the customer's request.
9108409,Can you send a technician to fix the issue?,Account Management,To Be Identified,The agent will reach out to their manager to see if they can send a team to fix the issue.
9108532,Can you check if I have the highest available internet speed?,Payments,Update Card Details,"Yes, I can check if you have the highest available internet speed."
9108532,Can I receive a confirmation email for my payment?,Payments,Update Card Details,"Yes, you will receive a confirmation email with a payment ID number."
9108532,How can I update my payment information?,Payments,Update Card Details,I will guide you through an automated process to update your payment information.
9108532,Can I access self-service options online or through an app?,Payments,Update Card Details,"Yes, you can access self-service options through our website and mobile app."
9108532,Is my payment coming out of my checking account or debit card?,Payments,Update Card Details,Your payment is coming out of your debit card.
9108532,Can you update my expired debit card for autopay?,Payments,Update Card Details,"Yes, I can update your expired debit card for autopay."
9108532,Is my email address still correct?,Payments,Update Card Details,"Yes, your email address is still correct."
9108585,Do I need to send back any equipment?,Service Management,Service Termination,Only if you're leasing it. I'll double check and send you an email with instructions on how to return the equipment.
9108585,Can you access the return form online?,Service Management,Service Termination,"Yes, you can access the same form at bright.com/returnmode."
9108585,Are you moving or just no longer using the service?,Service Management,Service Termination,We don't use it.
9108585,Can you cancel both phone and internet service?,Service Management,Service Termination,Yes.
9108585,When do you want to disconnect the service?,Service Management,Service Termination,"Today, please."
9108585,Will you receive a confirmation of the disconnect?,Service Management,Service Termination,Yes.
9108585,What is your contact number?,Service Management,Service Termination,Three zero four seven four one two two nine five.
9109320,Can I get a discount on my monthly bill?,Service Management,Service Termination,"Yes, I can offer you a loyalty discount. Your monthly bill will be discounted to just $30 for the next twelve months."
9109320,Can I return the equipment without printing a label?,Service Management,Service Termination,"Yes, you have the option to choose a QR code instead of printing a label. It will be sent to your phone."
9109320,What is the address associated with my account?,Service Management,Service Termination,"The address associated with your account is 2031 Nacogdoches Rd, San Antonio, TX 78209."
9109320,What if I don't have a way to print the label?,Service Management,Service Termination,"If you don't have a way to print the label, you can choose the QR code option. It will be sent to your phone."
9109320,Can I return the modem I received in the mail?,Service Management,Service Termination,"Yes, you can return the modem. If you would like a technician to install it for you, please let me know."
9109320,Why am I canceling my service?,Service Management,Service Termination,You mentioned that you are canceling your service because you switched to a new company called Bright Speed and they are unable to hook up the modem at your location.
9109320,Can I ship the equipment myself?,Service Management,Service Termination,Shipping the equipment yourself can be expensive. It's recommended to use the provided label or QR code for free shipping.
9109320,Can you help me with canceling my service?,Service Management,Service Termination,I'll be happy to help you with the process. Can you please verify your account by providing your address?
9109320,What is the current internet speed I have?,Service Management,Service Termination,"As of right now, the speed you have is 1.5 megabytes. We are in the process of upgrading everyone, but this is the best speed available at the moment."
9109320,How can I receive the label or QR code?,Service Management,Service Termination,You will receive an email with the link to the label maker. It's also included in the text message I just sent you. You can choose to print the label or use the QR code.
9109320,What is the cell phone number I can use to contact you?,Service Management,Service Termination,The cell phone number you can use to contact me is 434-222-3650.
9109320,What is the email address associated with my account?,Service Management,Service Termination,The email address associated with your account is pameladaviswaller1978@gmail.com.
9109320,What should I do if the technician is unable to hook up the modem?,Service Management,Service Termination,"If the technician is unable to hook up the modem due to other issues, please let me know. We can discuss alternative solutions."
9109320,How do I return the voice equipment?,Service Management,Service Termination,"To return the voice equipment, please print a return label at margie.com/returnmodem. We will also send you an email with this information."
9109996,Can we schedule the disconnection for Monday?,Service Management,Service Termination,"Yes, we can schedule the disconnection for Monday."
9109996,How much will be the final bill?,Service Management,Service Termination,The final bill will be $361.58 due to the date of disconnection.
9109996,Do I need to return the leased equipment?,Service Management,Service Termination,"Yes, please return the leased equipment by Wednesday to avoid potential charges. We will send you an email with the return label."
9109996,Did they give you any information about your account?,Service Management,Service Termination,"No, they did not provide any information."
9109996,Can you take care of the charges for me?,Service Management,Service Termination,"Yes, I will take care of the charges for you."
9109996,Will I have to pay the full amount even though the Wi-Fi doesn't work?,Service Management,Service Termination,I can give you some credit on that. Let me check the charges and get back to you.
9109996,Can you give me the confirmation number for the disconnection?,Service Management,Service Termination,"Sure, the confirmation number is 1017827301."
9109996,Why is my Wi-Fi not working?,Service Management,Service Termination,I apologize for the inconvenience. There may be something wrong with the line. We can send someone to check it in a few days.
9110667,Can I turn off voicemail and have calls just ring?,Account Management,Voicemail Settings,"Yes, we can turn off voicemail and have calls just ring. This way, your voicemail system will pick up the call."
9110667,Can I use my debit card for payments?,Account Management,Voicemail Settings,"Yes, if your debit card is linked to your bank account, you can use it for payments."
9110667,Can I pay through bank draft instead of credit card?,Account Management,Voicemail Settings,"No, currently we only accept credit card payments. However, if your debit card is linked to your bank account, you can use that as well."
9110667,How do I access my online account?,Account Management,Voicemail Settings,"To access your online account, use your primary email address, which is mamandsuefinds@gmail.com."
9110667,Do I need to dial the area code for local calls?,Account Management,Voicemail Settings,"Yes, with our new voice over IP system, you need to dial the area code along with the number for all calls."
9111473,What is the best phone number to contact you?,Account Management,Account Activity,The best phone number to contact you is 417-438-1597.
9111473,How is the phone line at my location?,Account Management,Account Activity,The phone line at your location is working fine.
9111473,Can I add a password to my account?,Account Management,Account Activity,"Yes, you can add a password to your account. What would you like the password to be?"
9111473,Can I review my bills and make payments online?,Account Management,Account Activity,"Yes, you can go online to brycep.com to review your bills and make payments."
9111473,What is the pin number associated with my account?,Account Management,Account Activity,"I'm sorry, but I don't see a pin number associated with your account."
9111473,What type of business do you have?,Account Management,Account Activity,I have a car audio business.
9111473,Can you add a pin number to my account?,Account Management,Account Activity,"Yes, I have added a pin number to your account."
9111663,Can I have my bill sent to me instead of online?,Billing,Request Bill Copy,"Yes, we can have your bill sent to you instead of online."
9111663,Did I make changes to my account online?,Billing,Request Bill Copy,"No, there were no changes made to your account."
9114124,Is there already an online account?,Account Management,Online Account Access,"Yes, there is already an online account."
9114124,What email address are you using to set up the account?,Account Management,Online Account Access,I'm using the email address [customer's email address].
